//Format:
//"LV name"   E exitation XS units [in cm^2]  Oscillator strength (F)
//E1, E2, ... En
//Cross section1, XS2, ... XSn

"ION1" 15.75961 1e-16
15.75961,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,28.0,30.0,32.0,34.0,36.0,38.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,180.0,200.0,250.0,300.0,350.0,400.0,450.0,500.0,600.0,700.0,800.0,900.0,1000.0,1200.0,1400.0,1600.0,1800.0,2000.0,2500.0,3000.0,3500.0,4000.0,5000.0,6000.0,8000.0,10000.0,14000.0,20000.0
0.00,0.031,0.094,0.163,0.235,0.310,0.386,0.465,0.546,0.627,0.713,0.787,0.858,0.933,0.994,1.06,1.12,1.18,1.24,1.30,1.35,1.41,1.60,1.80,1.96,2.11,2.24,2.33,2.39,2.49,2.51,2.52,2.50,2.50,2.50,2.52,2.52,2.52,2.52,2.50,2.49,2.47,2.45,2.41,2.38,2.33,2.29,2.20,2.10,1.91,1.74,1.59,1.48,1.37,1.28,1.14,1.02,0.925,0.863,0.798,0.682,0.612,0.567,0.511,0.468,0.397,0.342,0.302,0.268,0.226,0.195,0.153,0.129,0.0984,0.0734
